cbsa,year,qtr,qcew_avg_wkly_wage,qcew_employment
49180,2023,3,1113,269902
49180,2023,4,1159,273496
49340,2023,1,1336,385310
49340,2023,2,1260,394420
49340,2023,3,1255,391752
49340,2023,4,1333,394126
49420,2023,1,939,111840
49420,2023,2,937,121455
49420,2023,3,960,124022
49420,2023,4,998,111320
49620,2023,1,1174,180103
49620,2023,2,1100,182213
49620,2023,3,1156,182840
49620,2023,4,1167,185468
49660,2023,1,972,198343
49660,2023,2,925,202586
49660,2023,3,947,202945
49660,2023,4,1005,203772
49700,2023,1,1088,51024
49700,2023,2,1078,55630
49700,2023,3,1113,55921
49700,2023,4,1156,52874
49740,2023,1,953,77084
49740,2023,2,1016,62727
49740,2023,3,998,67266
49740,2023,4,1026,79932
10180,2024,1,1060,73996
10180,2024,2,1029,74195
10180,2024,3,1080,75038
10180,2024,4,1106,74852
10420,2024,1,1260,315033
10420,2024,2,1122,319259
10420,2024,3,1152,316898
10420,2024,4,1233,318558
10500,2024,1,1009,58469
10500,2024,2,968,58607
10500,2024,3,1019,57864
10500,2024,4,1032,59322
10540,2024,1,1073,48335
10540,2024,2,1101,48599
10540,2024,3,1110,49386
10540,2024,4,1133,48865
10580,2024,1,1521,444283
10580,2024,2,1451,458014
10580,2024,3,1437,452167
10580,2024,4,1536,456108
10740,2024,1,1196,400525
10740,2024,2,1159,405517
10740,2024,3,1199,406185
10740,2024,4,1256,406443
10780,2024,1,998,59486
10780,2024,2,992,60211
10780,2024,3,968,59854
10780,2024,4,1041,60224
10900,2024,1,1246,367504
10900,2024,2,1227,374479
10900,2024,3,1227,374155
10900,2024,4,1330,376574
11020,2024,1,1018,57233
11020,2024,2,981,58997
11020,2024,3,1029,58728
11020,2024,4,1070,57859
11100,2024,1,1170,122736
11100,2024,2,1114,123021
11100,2024,3,1138,123108
11100,2024,4,1210,124329
11180,2024,1,1201,55608
11180,2024,2,1134,56393
11180,2024,3,1160,57118
11180,2024,4,1215,56895
11200,2024,1,1201,65462
11200,2024,2,1137,67149
11200,2024,3,1231,65533
11200,2024,4,1202,66731
11260,2024,1,1373,173462
11260,2024,2,1346,181473
11260,2024,3,1388,181499
11260,2024,4,1427,176536
11460,2024,1,1414,216400
11460,2024,2,1393,220160
11460,2024,3,1412,218500
11460,2024,4,1496,218573
11500,2024,1,1026,43646
11500,2024,2,960,44042
11500,2024,3,954,43914
11500,2024,4,1011,43908
11540,2024,1,1183,123365
11540,2024,2,1086,127378
11540,2024,3,1153,125007
11540,2024,4,1227,124826
11700,2024,1,1087,186552
11700,2024,2,1055,188755
11700,2024,3,1087,187650
11700,2024,4,1192,181913
12020,2024,1,1074,94788
12020,2024,2,1051,93229
12020,2024,3,1058,96074
12020,2024,4,1117,97532
12100,2024,1,1136,156401
12100,2024,2,1041,187703
12100,2024,3,1041,174853
12100,2024,4,1139,162848
12220,2024,1,1017,71298
12220,2024,2,1005,71057
12220,2024,3,1011,72152
12220,2024,4,1091,72601
12260,2024,1,1137,230355
12260,2024,2,1091,230595
12260,2024,3,1098,230274
12260,2024,4,1160,233599
12420,2024,1,1802,1253124
12420,2024,2,1626,1267418
12420,2024,3,1645,1266003
12420,2024,4,1781,1284365
12540,2024,1,1170,331410
12540,2024,2,1133,345755
12540,2024,3,1124,362065
12540,2024,4,1195,344200
12580,2024,1,1524,1344675
12580,2024,2,1406,1370652
12580,2024,3,1440,1354909
12580,2024,4,1551,1363047
12620,2024,1,1051,70731
12620,2024,2,1052,73382
12620,2024,3,1042,73078
12620,2024,4,1131,72336
12700,2024,1,1280,86665
12700,2024,2,1190,106822
12700,2024,3,1191,101067
12700,2024,4,1330,90922
12940,2024,1,1294,404972
12940,2024,2,1234,399306
12940,2024,3,1235,403267
12940,2024,4,1336,403343
12980,2024,1,1295,53772
12980,2024,2,1187,55063
12980,2024,3,1198,54840
12980,2024,4,1250,54605
13020,2024,1,1069,33639
13020,2024,2,1007,34529
13020,2024,3,1016,34529
13020,2024,4,1110,33943
13140,2024,1,1324,159996
13140,2024,2,1262,161960
13140,2024,3,1268,162345
13140,2024,4,1361,164287
13220,2024,1,977,41936
13220,2024,2,1027,43492
13220,2024,3,970,43278
13220,2024,4,1073,42916
13380,2024,1,1267,92697
13380,2024,2,1220,94325
13380,2024,3,1235,93776
13380,2024,4,1291,93844
13460,2024,1,1271,106792
13460,2024,2,1276,111486
13460,2024,3,1264,110474
13460,2024,4,1360,108396
13740,2024,1,1178,92602
13740,2024,2,1174,95639
13740,2024,3,1153,94352
13740,2024,4,1313,93794
13780,2024,1,1218,95928
13780,2024,2,1170,98136
13780,2024,3,1184,96435
13780,2024,4,1211,97095
13820,2024,1,1357,513181
13820,2024,2,1239,519677
13820,2024,3,1265,512960
13820,2024,4,1373,520145
13900,2024,1,1213,69740
13900,2024,2,1164,72874
13900,2024,3,1208,71651
13900,2024,4,1254,71216
13980,2024,1,1106,74887
13980,2024,2,1053,73131
13980,2024,3,1160,74205
13980,2024,4,1136,74826
14010,2024,1,1419,89960
14010,2024,2,1204,89499
14010,2024,3,1206,88548
14010,2024,4,1262,88208
14020,2024,1,1227,72276
14020,2024,2,1091,71791
14020,2024,3,1141,73249
14020,2024,4,1064,73231
14260,2024,1,1239,380108
14260,2024,2,1192,388863
14260,2024,3,1225,390199
14260,2024,4,1392,388802
14500,2024,1,1934,192391
14500,2024,2,1778,195724
14500,2024,3,1811,193415
14500,2024,4,1893,193931
14540,2024,1,1077,79421
14540,2024,2,1017,80809
14540,2024,3,1025,81442
14540,2024,4,1065,81987
14580,2024,1,1213,72181
14580,2024,2,1191,74621
14580,2024,3,1212,74066
14580,2024,4,1479,74092
14740,2024,1,1387,92979
14740,2024,2,1329,94398
14740,2024,3,1402,93913
14740,2024,4,1389,94161
14860,2024,1,2776,395276
14860,2024,2,1927,410576
14860,2024,3,1837,404318
14860,2024,4,2209,408901
15180,2024,1,834,156731
15180,2024,2,846,157624
15180,2024,3,848,156685
15180,2024,4,901,157542
15260,2024,1,1006,46319
15260,2024,2,1010,47656
15260,2024,3,1009,47014
15260,2024,4,1058,46918
15380,2024,1,1290,532241
15380,2024,2,1226,545684
15380,2024,3,1224,538212
15380,2024,4,1301,538637
15500,2024,1,1062,68116
15500,2024,2,958,66921
15500,2024,3,994,67656
15500,2024,4,1024,69496
15540,2024,1,1372,120770
15540,2024,2,1354,123212
15540,2024,3,1308,122778
15540,2024,4,1460,122036
15940,2024,1,1079,162039
15940,2024,2,998,166474
15940,2024,3,1032,165050
15940,2024,4,1076,165986
15980,2024,1,1199,305117
15980,2024,2,1153,292482
15980,2024,3,1142,296070
15980,2024,4,1241,304392
16020,2024,1,969,44217
16020,2024,2,937,44561
16020,2024,3,1015,44182
16020,2024,4,1027,44903
16180,2024,1,1278,31507
16180,2024,2,1248,32398
16180,2024,3,1363,31827
16180,2024,4,1424,32324
16220,2024,1,1161,39235
16220,2024,2,1128,40637
16220,2024,3,1160,40238
16220,2024,4,1273,40360
16300,2024,1,1324,136608
16300,2024,2,1222,140686
16300,2024,3,1245,138391
16300,2024,4,1305,138285
16540,2024,1,1055,59277
16540,2024,2,1042,60490
16540,2024,3,1059,61562
16540,2024,4,1116,62185
16580,2024,1,1237,103055
16580,2024,2,1154,104856
16580,2024,3,1243,105053
16580,2024,4,1223,105743
16620,2024,1,1226,104618
16620,2024,2,1182,105345
16620,2024,3,1143,104451
16620,2024,4,1248,104831
16700,2024,1,1311,382853
16700,2024,2,1224,390915
16700,2024,3,1248,388149
16700,2024,4,1347,392063
16740,2024,1,1644,1330005
16740,2024,2,1378,1341302
16740,2024,3,1380,1341914
16740,2024,4,1461,1360344
16820,2024,1,1304,114218
16820,2024,2,1301,114496
16820,2024,3,1296,114687
16820,2024,4,1483,115707
16860,2024,1,1212,267761
16860,2024,2,1169,270766
16860,2024,3,1134,270687
16860,2024,4,1295,269265
16940,2024,1,1163,47553
16940,2024,2,1124,48716
16940,2024,3,1184,48714
16940,2024,4,1219,48631
16984,2024,1,1699,4398611
16984,2024,2,1458,4519104
16984,2024,3,1446,4484502
16984,2024,4,1599,4489036
17020,2024,1,1073,78453
17020,2024,2,1078,78329
17020,2024,3,1110,80186
17020,2024,4,1163,78990
17140,2024,1,1398,1080073
17140,2024,2,1285,1097896
17140,2024,3,1316,1095608
17140,2024,4,1363,1101655
17300,2024,1,1006,101238
17300,2024,2,998,102085
17300,2024,3,1015,103159
17300,2024,4,1074,103284
17410,2024,1,1396,1018193
17410,2024,2,1254,1045335
17410,2024,3,1301,1029460
17410,2024,4,1378,1032370
17420,2024,1,1020,43754
17420,2024,2,1015,43637
17420,2024,3,986,43918
17420,2024,4,1101,43397
17660,2024,1,1079,68257
17660,2024,2,1031,73633
17660,2024,3,1063,72713
17660,2024,4,1128,69416
17780,2024,1,1061,134783
17780,2024,2,1043,131094
17780,2024,3,1041,135175
17780,2024,4,1118,138958
17820,2024,1,1307,312964
17820,2024,2,1246,320204
17820,2024,3,1256,319291
17820,2024,4,1355,319040
17860,2024,1,1128,105811
17860,2024,2,1079,105121
17860,2024,3,1145,106684
17860,2024,4,1146,107583
17900,2024,1,1157,391231
17900,2024,2,1110,392691
17900,2024,3,1121,395882
17900,2024,4,1199,400756
17980,2024,1,1108,115845
17980,2024,2,978,116332
17980,2024,3,1001,115342
17980,2024,4,1051,116412
18020,2024,1,1725,50240
18020,2024,2,1316,50669
18020,2024,3,1285,50015
18020,2024,4,1322,50011
18140,2024,1,1385,1072797
18140,2024,2,1307,1096107
18140,2024,3,1304,1094963
18140,2024,4,1393,1108585
18580,2024,1,1184,190935
18580,2024,2,1119,190868
18580,2024,3,1126,192159
18580,2024,4,1207,195361
18700,2024,1,1227,38929
18700,2024,2,1292,39317
18700,2024,3,1306,38901
18700,2024,4,1341,38875
18880,2024,1,1149,125049
18880,2024,2,1130,124429
18880,2024,3,1150,124922
18880,2024,4,1194,123305
19140,2024,1,1053,66295
19140,2024,2,994,65819
19140,2024,3,1011,66379
19140,2024,4,1068,66484
19300,2024,1,962,84516
19300,2024,2,956,87282
19300,2024,3,978,84877
19300,2024,4,1039,85239
19340,2024,1,1189,177504
19340,2024,2,1155,179410
19340,2024,3,1180,177745
19340,2024,4,1435,177848
19430,2024,1,1240,369584
19430,2024,2,1171,373644
19430,2024,3,1195,371996
19430,2024,4,1247,374989
19460,2024,1,1133,58096
19460,2024,2,1111,58954
19460,2024,3,1123,59019
19460,2024,4,1177,59981
19500,2024,1,1488,44898
19500,2024,2,1213,45379
19500,2024,3,1226,45118
19500,2024,4,1290,45265
19660,2024,1,1057,220204
19660,2024,2,1011,213635
19660,2024,3,996,217438
19660,2024,4,1060,219081
19740,2024,1,1818,1583753
19740,2024,2,1640,1619137
19740,2024,3,1629,1611104
19740,2024,4,1749,1616060
19780,2024,1,1486,399611
19780,2024,2,1274,411950
19780,2024,3,1329,401910
19780,2024,4,1408,404162
20020,2024,1,999,59956
20020,2024,2,953,60608
20020,2024,3,984,59888
20020,2024,4,1118,60624
20100,2024,1,1073,70393
20100,2024,2,1090,71148
20100,2024,3,1086,71391
20100,2024,4,1170,72374
20220,2024,1,1122,57716
20220,2024,2,1065,59430
20220,2024,3,1090,58444
20220,2024,4,1236,58824
20260,2024,1,1147,123528
20260,2024,2,1081,127641
20260,2024,3,1161,125939
20260,2024,4,1167,124147
20500,2024,1,1808,341424
20500,2024,2,1643,344723
20500,2024,3,1690,342211
20500,2024,4,1808,344063
20740,2024,1,1101,84741
20740,2024,2,1055,85612
20740,2024,3,1063,85596
20740,2024,4,1131,85268
20940,2024,1,1019,67650
20940,2024,2,1049,69504
20940,2024,3,1056,66215
20940,2024,4,1080,65911
21060,2024,1,1053,51652
21060,2024,2,1087,51638
21060,2024,3,1043,51614
21060,2024,4,1069,52153
21140,2024,1,1266,127246
21140,2024,2,1168,128823
21140,2024,3,1138,127348
21140,2024,4,1205,126438
21300,2024,1,1173,33575
21300,2024,2,1166,34334
21300,2024,3,1153,33807
21300,2024,4,1216,33883
21340,2024,1,975,333476
21340,2024,2,952,333152
21340,2024,3,960,336502
21340,2024,4,985,340633
21420,2024,1,973,23322
21420,2024,2,962,23384
21420,2024,3,928,23223
21420,2024,4,1009,23437
21500,2024,1,1048,118069
21500,2024,2,991,121832
21500,2024,3,1014,120403
21500,2024,4,1065,119263
21660,2024,1,1117,157047
21660,2024,2,1109,159506
21660,2024,3,1126,158127
21660,2024,4,1187,157913
21780,2024,1,1134,133597
21780,2024,2,1075,134505
21780,2024,3,1099,134859
21780,2024,4,1160,136033
21820,2024,1,1290,36190
21820,2024,2,1330,37711
21820,2024,3,1355,38027
21820,2024,4,1384,36721
22020,2024,1,1262,145512
22020,2024,2,1202,149280
22020,2024,3,1252,150083
22020,2024,4,1289,149034
22140,2024,1,1060,46050
22140,2024,2,1069,46405
22140,2024,3,1035,46726
22140,2024,4,1142,47967
22180,2024,1,1051,132302
22180,2024,2,1026,132108
22180,2024,3,1074,131852
22180,2024,4,1093,133221
22220,2024,1,1584,267544
22220,2024,2,1199,269941
22220,2024,3,1322,271395
22220,2024,4,1394,274204
22380,2024,1,983,65591
22380,2024,2,1059,66148
22380,2024,3,1043,66894
22380,2024,4,1105,66339
22420,2024,1,1085,131298
22420,2024,2,1033,136144
22420,2024,3,1049,134112
22420,2024,4,1125,135423
22500,2024,1,1039,89021
22500,2024,2,1000,88778
22500,2024,3,1024,89127
22500,2024,4,1092,89702
22520,2024,1,986,55344
22520,2024,2,966,55192
22520,2024,3,984,55501
22520,2024,4,1044,56228
22540,2024,1,1134,44825
22540,2024,2,1083,45924
22540,2024,3,1094,45343
22540,2024,4,1170,44443
22660,2024,1,1357,171664
22660,2024,2,1283,178278
22660,2024,3,1294,175746
22660,2024,4,1445,174591
22900,2024,1,1015,96008
22900,2024,2,1018,96612
22900,2024,3,963,97088
22900,2024,4,1020,97435
23060,2024,1,1214,222121
23060,2024,2,1082,224166
23060,2024,3,1125,223977
23060,2024,4,1157,224886
23420,2024,1,1093,468600
23420,2024,2,1075,492052
23420,2024,3,1105,494879
23420,2024,4,1163,480957
23460,2024,1,882,32971
23460,2024,2,880,33176
23460,2024,3,887,32992
23460,2024,4,933,33265
23540,2024,1,1165,151980
23540,2024,2,1187,150204
23540,2024,3,1148,152871
23540,2024,4,1283,153543
23580,2024,1,1218,101052
23580,2024,2,1163,101880
23580,2024,3,1213,102453
23580,2024,4,1323,102781
23900,2024,1,1040,33034
23900,2024,2,1018,33425
23900,2024,3,1041,33770
23900,2024,4,1096,33177
24020,2024,1,1162,49659
24020,2024,2,1158,55259
24020,2024,3,1122,53236
24020,2024,4,1199,50184
24140,2024,1,935,41671
24140,2024,2,912,41502
24140,2024,3,934,42776
24140,2024,4,994,42662
24220,2024,1,1087,51972
24220,2024,2,1111,53694
24220,2024,3,1121,53519
24220,2024,4,1173,53272
24260,2024,1,1017,39867
24260,2024,2,1040,40707
24260,2024,3,1023,40299
24260,2024,4,1079,39795
24300,2024,1,1111,65972
24300,2024,2,1080,67592
24300,2024,3,1075,67474
24300,2024,4,1143,67054
24340,2024,1,1180,594523
24340,2024,2,1124,603324
24340,2024,3,1149,596206
24340,2024,4,1211,600253
24420,2024,1,929,31260
24420,2024,2,929,32002
24420,2024,3,949,31975
24420,2024,4,972,31229
24500,2024,1,1039,36336
24500,2024,2,1024,37576
24500,2024,3,1036,36652
24500,2024,4,1163,36489
24540,2024,1,1321,116364
24540,2024,2,1234,119797
24540,2024,3,1254,120345
24540,2024,4,1300,119739
24580,2024,1,1207,171488
24580,2024,2,1143,176539
24580,2024,3,1138,175580
24580,2024,4,1275,175372
24660,2024,1,1169,357127
24660,2024,2,1095,354036
24660,2024,3,1114,356728
24660,2024,4,1176,362686
24780,2024,1,1111,81932
24780,2024,2,1131,81281
24780,2024,3,1135,81271
24780,2024,4,1227,82325
24860,2024,1,1162,427074
24860,2024,2,1118,431092
24860,2024,3,1125,431924
24860,2024,4,1199,436017
25060,2024,1,1053,159780
25060,2024,2,981,160109
25060,2024,3,1002,160014
25060,2024,4,1037,159113
25180,2024,1,1112,105381
25180,2024,2,1081,105599
25180,2024,3,1078,106370
25180,2024,4,1175,107609
25220,2024,1,879,47395
25220,2024,2,882,46737
25220,2024,3,898,46775
25220,2024,4,939,47542
25260,2024,1,1038,49538
25260,2024,2,1076,51336
25260,2024,3,1069,51825
25260,2024,4,1150,50421
25420,2024,1,1317,331720
25420,2024,2,1217,338872
25420,2024,3,1258,337634
25420,2024,4,1304,340431
25500,2024,1,1051,66794
25500,2024,2,993,65542
25500,2024,3,1049,66675
25500,2024,4,1062,66509
25540,2024,1,1729,587101
25540,2024,2,1488,600945
25540,2024,3,1468,599549
25540,2024,4,1573,608199
25620,2024,1,916,61660
25620,2024,2,916,61604
25620,2024,3,937,61615
25620,2024,4,1002,61729
25740,2024,1,1148,43357
25740,2024,2,1135,45334
25740,2024,3,1153,44421
25740,2024,4,1270,44502
25860,2024,1,1029,154005
25860,2024,2,984,153196
25860,2024,3,1003,153300
25860,2024,4,1066,152933
25940,2024,1,1037,80913
25940,2024,2,1031,84845
25940,2024,3,1009,82437
25940,2024,4,1127,81201
25980,2024,1,961,21112
25980,2024,2,942,21293
25980,2024,3,971,21238
25980,2024,4,1040,21301
26140,2024,1,924,34878
26140,2024,2,935,34559
26140,2024,3,890,34729
26140,2024,4,1016,35069
26300,2024,1,868,38478
26300,2024,2,887,38257
26300,2024,3,876,37724
26300,2024,4,925,38263
26380,2024,1,1221,82335
26380,2024,2,1211,83319
26380,2024,3,1216,81764
26380,2024,4,1301,83335
26420,2024,1,1766,3249969
26420,2024,2,1486,3261174
26420,2024,3,1510,3256248
26420,2024,4,1616,3297782
26580,2024,1,1059,138482
26580,2024,2,1103,139337
26580,2024,3,1062,139511
26580,2024,4,1132,139684
26620,2024,1,1441,262431
26620,2024,2,1415,265758
26620,2024,3,1431,265003
26620,2024,4,1498,267043
26820,2024,1,1083,79101
26820,2024,2,1078,82418
26820,2024,3,1088,81505
26820,2024,4,1155,81296
26900,2024,1,1436,1077746
26900,2024,2,1311,1098129
26900,2024,3,1262,1097342
26900,2024,4,1340,1105915
26980,2024,1,1195,90918
26980,2024,2,1164,92654
26980,2024,3,1227,93392
26980,2024,4,1251,93277
27060,2024,1,1341,48527
27060,2024,2,1329,46864
27060,2024,3,1316,48908
27060,2024,4,1380,48385
27100,2024,1,1229,55735
27100,2024,2,1145,57081
27100,2024,3,1192,56297
27100,2024,4,1214,55720
27140,2024,1,1051,271735
27140,2024,2,1033,273184
27140,2024,3,1026,274161
27140,2024,4,1094,276330
27180,2024,1,1049,83771
27180,2024,2,1040,84498
27180,2024,3,1035,84374
27180,2024,4,1154,84140
27260,2024,1,1369,752585
27260,2024,2,1266,747876
27260,2024,3,1246,756915
27260,2024,4,1351,769266
27340,2024,1,893,54123
27340,2024,2,877,53969
27340,2024,3,915,53952
27340,2024,4,922,55173
27500,2024,1,1204,68681
27500,2024,2,1086,70724
27500,2024,3,1112,70020
27500,2024,4,1167,69902
27620,2024,1,1062,77256
27620,2024,2,1046,78384
27620,2024,3,1051,78126
27620,2024,4,1100,78283
27740,2024,1,1048,81267
27740,2024,2,1011,81187
27740,2024,3,1049,81570
27740,2024,4,1094,80817
27780,2024,1,933,47636
27780,2024,2,935,47608
27780,2024,3,944,47874
27780,2024,4,1018,47668
27860,2024,1,970,60026
27860,2024,2,989,60414
27860,2024,3,959,60838
27860,2024,4,1045,61212
27900,2024,1,974,86706
27900,2024,2,983,86548
27900,2024,3,963,86873
27900,2024,4,1024,87120
27980,2024,1,1166,73452
27980,2024,2,1188,73524
27980,2024,3,1170,73233
27980,2024,4,1230,74744
28020,2024,1,1345,120176
28020,2024,2,1196,121807
28020,2024,3,1220,120778
28020,2024,4,1296,121067
28100,2024,1,1056,42004
28100,2024,2,1045,42845
28100,2024,3,1079,42652
28100,2024,4,1119,42369
28140,2024,1,1374,1076589
28140,2024,2,1272,1099216
28140,2024,3,1292,1092352
28140,2024,4,1388,1097064
28420,2024,1,1301,130164
28420,2024,2,1243,142643
28420,2024,3,1277,141446
28420,2024,4,1339,134082
28450,2024,1,1127,72938
28450,2024,2,1072,74739
28450,2024,3,1051,74184
28450,2024,4,1241,76087
28660,2024,1,1173,150814
28660,2024,2,1109,150091
28660,2024,3,1184,148768
28660,2024,4,1205,151326
28700,2024,1,1137,118690
28700,2024,2,1033,117974
28700,2024,3,1082,118935
28700,2024,4,1130,119713
28740,2024,1,1167,58691
28740,2024,2,1177,60944
28740,2024,3,1151,60363
28740,2024,4,1207,60246
28880,2024,1,1265,267414
28880,2024,2,1280,273699
28880,2024,3,1231,269958
28880,2024,4,1308,273647
28940,2024,1,1254,417209
28940,2024,2,1221,419904
28940,2024,3,1222,424918
28940,2024,4,1350,424804
29020,2024,1,1327,35946
29020,2024,2,1120,36704
29020,2024,3,1109,35660
29020,2024,4,1245,36203
29100,2024,1,1072,82269
29100,2024,2,1048,83989
29100,2024,3,1063,84067
29100,2024,4,1169,84172
29180,2024,1,1072,174962
29180,2024,2,1038,175932
29180,2024,3,1063,176227
29180,2024,4,1136,178863
29200,2024,1,1186,101985
29200,2024,2,1136,100335
29200,2024,3,1116,103046
29200,2024,4,1189,103378
29340,2024,1,1236,100291
29340,2024,2,1147,101218
29340,2024,3,1168,101025
29340,2024,4,1256,100400
29420,2024,1,960,56715
29420,2024,2,987,55354
29420,2024,3,976,56326
29420,2024,4,1015,56892
29460,2024,1,1076,261869
29460,2024,2,1050,253674
29460,2024,3,1042,261114
29460,2024,4,1115,265740
29540,2024,1,1162,249643
29540,2024,2,1121,254421
29540,2024,3,1128,252945
29540,2024,4,1202,255309
29620,2024,1,1285,217990
29620,2024,2,1218,217534
29620,2024,3,1237,221041
29620,2024,4,1315,220335
29700,2024,1,868,106419
29700,2024,2,885,106961
29700,2024,3,887,107981
29700,2024,4,927,109420
29740,2024,1,945,78141
29740,2024,2,954,78916
29740,2024,3,951,79995
29740,2024,4,993,80898
29820,2024,1,1275,1115988
29820,2024,2,1207,1123022
29820,2024,3,1213,1128413
29820,2024,4,1305,1135443
29940,2024,1,1034,50890
29940,2024,2,1042,50751
29940,2024,3,1001,51373
29940,2024,4,1081,51463
30020,2024,1,951,43518
30020,2024,2,990,43085
30020,2024,3,956,43395
30020,2024,4,1026,43807
30140,2024,1,1062,53077
30140,2024,2,1026,53896
30140,2024,3,1060,54168
30140,2024,4,1117,54214
30300,2024,1,1029,28806
30300,2024,2,1025,29169
30300,2024,3,1044,28794
30300,2024,4,1099,28724
30340,2024,1,1121,48250
30340,2024,2,1082,49267
30340,2024,3,1127,48968
30340,2024,4,1172,48526
30460,2024,1,1233,284771
30460,2024,2,1206,280095
30460,2024,3,1199,288648
30460,2024,4,1251,288793
30500,2024,1,1541,71632
30500,2024,2,1407,73040
30500,2024,3,1513,71573
30500,2024,4,1519,72024
30620,2024,1,1145,49128
30620,2024,2,1109,49919
30620,2024,3,1110,49635
30620,2024,4,1159,50738
30700,2024,1,1134,179638
30700,2024,2,1099,181820
30700,2024,3,1119,182443
30700,2024,4,1193,183237
30780,2024,1,1163,353730
30780,2024,2,1114,358344
30780,2024,3,1115,358420
30780,2024,4,1179,362051
30860,2024,1,955,66671
30860,2024,2,985,67531
30860,2024,3,998,68009
30860,2024,4,1046,68395
30980,2024,1,1131,118419
30980,2024,2,1083,117270
30980,2024,3,1097,116673
30980,2024,4,1156,117943
31020,2024,1,1280,40641
31020,2024,2,1283,42168
31020,2024,3,1301,41555
31020,2024,4,1336,41363
31084,2024,1,1622,6180897
31084,2024,2,1529,6152845
31084,2024,3,1520,6173376
31084,2024,4,1710,6236734
31140,2024,1,1338,680680
31140,2024,2,1243,686665
31140,2024,3,1246,685022
31140,2024,4,1307,689068
31180,2024,1,1066,165599
31180,2024,2,1026,164517
31180,2024,3,1054,164829
31180,2024,4,1089,168108
31340,2024,1,1068,97130
31340,2024,2,1011,96276
31340,2024,3,1040,96274
31340,2024,4,1101,97038
31420,2024,1,1051,93830
31420,2024,2,996,94243
31420,2024,3,1038,93141
31420,2024,4,1111,94816
31540,2024,1,1416,402667
31540,2024,2,1345,413775
31540,2024,3,1336,407910
31540,2024,4,1436,410267
31700,2024,1,1560,200506
31700,2024,2,1475,203822
31700,2024,3,1467,201649
31700,2024,4,1626,203506
31740,2024,1,1005,52439
31740,2024,2,973,53251
31740,2024,3,986,53382
31740,2024,4,1022,53507
31860,2024,1,1072,55555
31860,2024,2,1086,55732
31860,2024,3,1081,56120
31860,2024,4,1129,57240
31900,2024,1,956,48827
31900,2024,2,956,49324
31900,2024,3,952,48754
31900,2024,4,1044,49122
32580,2024,1,806,291019
32580,2024,2,818,291358
32580,2024,3,818,291522
32580,2024,4,858,298670
32780,2024,1,1126,89924
32780,2024,2,1075,91887
32780,2024,3,1112,93356
32780,2024,4,1137,90968
32820,2024,1,1272,616912
32820,2024,2,1240,612703
32820,2024,3,1261,614626
32820,2024,4,1320,620652
32900,2024,1,1026,81906
32900,2024,2,1035,85928
32900,2024,3,1057,89857
32900,2024,4,1106,83295
33140,2024,1,1019,40280
33140,2024,2,981,41367
33140,2024,3,1009,40715
33140,2024,4,1066,40580
33220,2024,1,1584,37844
33220,2024,2,1301,38899
33220,2024,3,1226,38430
33220,2024,4,1434,38184
33260,2024,1,1957,119837
33260,2024,2,1721,120398
33260,2024,3,1904,121251
33260,2024,4,1860,122193
33340,2024,1,1388,807462
33340,2024,2,1235,826741
33340,2024,3,1243,818688
33340,2024,4,1375,820575
33460,2024,1,1634,1903215
33460,2024,2,1430,1971178
33460,2024,3,1468,1944712
33460,2024,4,1527,1946970
33500,2024,1,1163,32941
33500,2024,2,1098,34024
33500,2024,3,1170,33576
33500,2024,4,1194,33349
33540,2024,1,1097,65178
33540,2024,2,1100,69329
33540,2024,3,1142,67873
33540,2024,4,1221,66696
33660,2024,1,1159,174023
33660,2024,2,1145,175785
33660,2024,3,1162,175747
33660,2024,4,1278,177239
33700,2024,1,1222,195666
33700,2024,2,1208,199727
33700,2024,3,1219,203512
33700,2024,4,1258,198021
33740,2024,1,919,87103
33740,2024,2,937,86534
33740,2024,3,893,87230
33740,2024,4,994,88024
33780,2024,1,1216,41329
33780,2024,2,1135,42345
33780,2024,3,1150,41345
33780,2024,4,1154,40721
33860,2024,1,1105,168522
33860,2024,2,1100,170091
33860,2024,3,1107,169407
33860,2024,4,1239,171524
34060,2024,1,1236,66561
34060,2024,2,1246,66831
34060,2024,3,1199,67202
34060,2024,4,1294,67382
34100,2024,1,974,47419
34100,2024,2,1031,47792
34100,2024,3,980,48465
34100,2024,4,1040,47907
34580,2024,1,1239,52754
34580,2024,2,1228,54904
34580,2024,3,1237,55275
34580,2024,4,1325,53731
34620,2024,1,995,44829
34620,2024,2,962,44390
34620,2024,3,988,45200
34620,2024,4,1002,45210
34740,2024,1,1026,62105
34740,2024,2,992,65397
34740,2024,3,982,63772
34740,2024,4,1093,62603
34820,2024,1,906,142095
34820,2024,2,883,150148
34820,2024,3,925,145472
34820,2024,4,982,142503
34900,2024,1,1370,78220
34900,2024,2,1317,83791
34900,2024,3,1325,82884
34900,2024,4,1441,76011
34940,2024,1,1327,175311
34940,2024,2,1273,164576
34940,2024,3,1237,167770
34940,2024,4,1394,178500
34980,2024,1,1484,1089026
34980,2024,2,1383,1103791
34980,2024,3,1390,1101904
34980,2024,4,1548,1107450
35300,2024,1,1475,280098
35300,2024,2,1375,285311
35300,2024,3,1456,282843
35300,2024,4,1505,282451
35380,2024,1,1357,439535
35380,2024,2,1277,440217
35380,2024,3,1281,440704
35380,2024,4,1358,449472
35660,2024,1,1179,59629
35660,2024,2,1056,63110
35660,2024,3,1050,61575
35660,2024,4,1105,58675
35840,2024,1,1210,338643
